address,latitude,longitude,staff,postal_code,available,capacity,cost_per_unit,total,supports_upi,supports_cash,supports_card,supports_wallet,payment_methods,is_24x7,open_hour,close_hour,supports_2W,supports_3W,supports_4W,power_type_AC,power_type_AC/DC,power_type_DC,zone_central delhi,zone_east delhi,zone_north delhi,zone_north east delhi,zone_north west delhi,zone_south delhi,zone_south east delhi,zone_south west delhi,zone_west delhi,charger_type_5A/15A Socket,charger_type_AC001,charger_type_CCS/ CHAdeMO,charger_type_CCS2,charger_type_CCS2/CHADEMO/TYPE 2 AC,charger_type_CHAdeMO,charger_type_DC,charger_type_DC001,charger_type_Type 2,charger_type_battery_swapping,vendor_name_BLUSMART,vendor_name_BSES,vendor_name_BluSmart,vendor_name_E-Fill Electric,vendor_name_EEE,vendor_name_EESL,vendor_name_ElectriVa,vendor_name_GensolCharge Pvt. Ltd.,vendor_name_HPCL,vendor_name_JBM Renewables,vendor_name_PlugNgo,vendor_name_Powerbank,vendor_name_Pvt. Ltd.,vendor_name_REIL,vendor_name_REVOS,vendor_name_Smart E,vendor_name_Sun Mobility,vendor_name_TPDDL,vendor_name_Verdemobility
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.568917,77.186861,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.704776,77.181167,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.705257,77.311554,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.568917,77.186861,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.704776,77.181167,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.704776,77.181167,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Noida electronic city Metro Station,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.704776,77.181167,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.704776,77.181167,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.568917,77.186861,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.704776,77.181167,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.705257,77.311554,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.568917,77.186861,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.627159,77.374755,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,28.65286,77.307647,0,110066,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Prahlad Pur,28.5011839392246,77.2907130047679,0,110044,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386/76 Masoodpur Market Ops B1 Vasant Kunj,28.52347840447093,77.15759195387363,0,110070,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vasant Kunj,28.5229994149741,77.15689726173878,0,110070,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
F7A/28 SECTOR-16 ROHINI,28.73380475280671,77.12195914238691,0,110085,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vasant Kunj,28.52298056171446,77.15673599392176,0,110070,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d1chattarpur enklave,28.50079648284736,77.1834896877408,0,110030,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C-150 main mathura road new jaitpur mod,28.49809308792491,77.30231456458569,0,110044,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D17 swarn park,28.6820215680846,77.04116061329842,0,110041,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"619/10, main road chhattarpur",28.49697370009644,77.18494713306427,0,110074,1.0,3.3,19.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vikrant Chok Mohan Garden Dwaraka,28.63394919980264,77.04191531985998,0,110059,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shakti kunj girls PG,28.71416312470794,77.21305936574936,0,110009,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dhaula Kuan Metro Station Parking Area,28.59198533875306,77.16230995953083,0,110021,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Okhla Phase 2 X 64,28.53655727586221,77.2758250683546,0,110020,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D 1 Chatr Pur 60 Futa Road,28.50120544816811,77.18365263193846,0,110030,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Okhla Phase 2,28.53946880567729,77.27884959429502,0,110020,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"plot no ,2, sector -4 Dwarka new delhi",28.59953497250146,77.05194443464279,0,110078,1.0,3.3,20.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shop no 18 dda lajwanti garden,28.61396802332211,77.10668865591288,0,110058,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GT Karnal road azadpur Delhi 110009,28.70323343865351,77.18248654156923,0,110009,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H 32 Kalkaji Behind Mc Donald,28.54013092080334,77.25761689245701,0,110019,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C- 196 , gali no -7 bhajanpur delhi",28.70070199251516,77.26410616189241,0,110053,1.0,3.3,20.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C- 196, gali no 7 bhajanpura delhi",28.7007040511045,77.2641135379672,0,110053,1.0,3.3,20.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sultan puri,28.70747159172011,77.0748857036233,0,110086,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
okhla phase 1,28.52598525741841,77.28234048932791,0,110020,1.0,3.3,11.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16/124 Geeta colony,28.6471161441078,77.27889686822891,0,110031,1.0,3.3,15.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P- 72 EXCITEON MOHAN GARDEN,28.63096112360898,77.03526813536882,0,110059,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
F 87 sector 2 Bawana industrial area Delhi,28.79711741548626,77.0467533543706,0,110039,1.0,3.3,15.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pocket B1 DDA FLATS LOKNAYAK PURAM,28.6612902347422,77.00941700488329,0,110041,1.0,3.3,30.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RWA, GLORIOUS APARTMENT, POCKET B2, LOKNAYAK PURAM",28.66122551184861,77.01076984405518,0,110041,1.0,3.3,30.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pilot no 802 west jawharnagar main loni road GZB,28.72380181421738,77.28917475789785,0,110090,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ashok vihar residents suvidha samiti,28.68345547456071,77.17126853764057,0,110052,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ASHOK VIHAR RESIDENTS SUVIDHA SAMITI,28.6834501801729,77.17130240052938,0,110052,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
psp market rohini sector 17,28.73800433160134,77.11041525006294,0,110085,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rani Khera Near Bus Stand Kanjhawala,28.70608036015102,77.0277613028884,0,110081,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Roshan gardan old kakrola najafgarh new delhi,28.60826321093164,76.99657056480646,0,110043,1.0,3.3,20.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shop no 1 mohit nagar kakrola,28.60705227445652,77.03438367694616,0,110078,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shop no 1mohitnagar kakrola,28.60707287874276,77.03464854508638,0,110078,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
plot no 83 A patel garden extn sewak park ,28.61687446811717,77.03236296772957,0,110059,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dwarika more delhi,28.61685710326815,77.03244846314192,0,110075,1.0,3.3,30.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C-119, Bhagawati Garden Extn. Uttam Nagar New Delhi",28.62189161193574,77.03249473124743,0,110059,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rohini,28.71254997393981,77.12928090244532,0,110085,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
okhla phase 2,28.53655315224243,77.27581802755594,0,110020,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"A-1, d.k road Mohan Garden",28.62156346091494,77.03970316797495,0,110059,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ROHINI SECTOR 26,28.74213230748898,77.10401684045792,0,110042,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B-30/4A Jhilmil Industrial Area,28.67305942845937,77.31215994805098,0,110095,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B-30/4A Jhilmil Industry Area,28.67361598118605,77.31072630733252,0,110095,1.0,3.3,16.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B-30/4A Jhilmil Industry Area,28.67401633256122,77.31077190488577,0,110095,1.0,3.3,16.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sector 14 Rohini Delhi,28.71412284034892,77.13094789534807,0,110085,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shop no 1 Mohit Nagar kakrola,28.60663312352834,77.03479539602995,0,110078,1.0,3.3,20.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shop no 1 Mohit Nagar kakrola Delhi,28.60663842179488,77.03461837023497,0,110078,1.0,3.3,31.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
flat no 13 sec 15 rohinj,28.73084451427383,77.1352270245552,0,110085,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
wz t3 basai darapur main najafgarh road p,28.6532695871037,77.1335281804204,0,110015,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A 5 dsidc Udyog Nagar nr metro pillar 334 delhi 41,28.68204627556244,77.07930900156498,0,110041,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
laxmi nagar,28.6393936713847,77.28388980031013,0,110092,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
laxmi nagar,28.63938984605256,77.28389114141464,0,110092,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
251/252 malika ganj near nigam pratibha balika vidyalay,28.67790445612063,77.20842014998198,0,110059,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B 70/4 gali no 7 Shastri park Gas Godam,28.67037752062218,77.25981999188662,0,110053,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B 70\4   Shastri Shastri Shastri Shastri park Gas Godam,28.67038840488838,77.25992828607558,0,110053,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j24 prerna chok kanhaiya nagar,28.68438228243384,77.16415397822857,0,110035,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j24 prerna chowk kanhaiya nagar,28.68355459721622,77.16392196714878,0,110035,1.0,3.3,0.0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
